edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
14,3,5,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,377a1779-8c6a-4245-897c-5687446bed9b,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,2d26680b-22e9-4151-ace9-01b6c059b7e6
15,3,6,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,8b476789-68ff-40a6-9eaa-2cd55daf31c9,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,79f4c110-a78e-4564-aa04-ab7281d55f31
16,3,8,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,96f62276-924b-4c05-ad74-e004edc6c327,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,02ec5599-3c1a-4ee5-8281-909022ca1811
17,3,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,c28ece7e-17bf-4252-8f4c-3bea852475bb,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,5471a0a9-bbc9-43fb-b01d-1c079132b6df
18,3,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,340ac0d9-e33f-4b52-8dab-c2310d7fd524,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,2ce627ba-167a-4c4c-af5e-fcf4054513ab
19,3,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,1229ab09-1577-4fe8-af30-cea973757e42,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
20,4,5,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,ee61c674-a270-4ffb-ab34-93b8e1636d2f,22db68f3-0f08-49b3-b6e0-1f381da62643,2d26680b-22e9-4151-ace9-01b6c059b7e6
21,4,6,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,3126f2ba-6242-4dcf-b778-837dd29387b5,22db68f3-0f08-49b3-b6e0-1f381da62643,79f4c110-a78e-4564-aa04-ab7281d55f31
22,4,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,82b80e19-d07b-4098-ba9b-238ce2c9ac62,22db68f3-0f08-49b3-b6e0-1f381da62643,5471a0a9-bbc9-43fb-b01d-1c079132b6df
23,4,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,58c5cad9-8f6e-4ea3-9f3a-e3a7067d45f7,22db68f3-0f08-49b3-b6e0-1f381da62643,197b04a5-e251-47ed-9eb1-2135707af410
24,4,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,fc315b1a-0a66-4035-be3e-22cc0fa59e1a,22db68f3-0f08-49b3-b6e0-1f381da62643,2ce627ba-167a-4c4c-af5e-fcf4054513ab
25,4,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,6f8cc799-912a-4cfe-a1db-ed05c252410b,22db68f3-0f08-49b3-b6e0-1f381da62643,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
26,4,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,0b54f81f-ec5a-4bad-9953-5a81b3095e9d,22db68f3-0f08-49b3-b6e0-1f381da62643,545234f0-fcec-415b-a75f-4d59741ed1a7
27,5,7,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4d527cfa-bce4-42c1-980c-55ccf9be0a03,2d26680b-22e9-4151-ace9-01b6c059b7e6,ce57de46-4fdf-47b7-82ed-7081e93d31b4
28,5,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4c755acc-2965-4202-b867-08ce12e13e61,2d26680b-22e9-4151-ace9-01b6c059b7e6,5471a0a9-bbc9-43fb-b01d-1c079132b6df
29,5,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,e6e1213b-59f7-4c63-97a2-e17050cdcb00,2d26680b-22e9-4151-ace9-01b6c059b7e6,7a155d16-c42f-4344-9b98-3a561a2fd6f4
30,5,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,fd034cf6-f029-452e-a36f-529a0defaa3c,2d26680b-22e9-4151-ace9-01b6c059b7e6,197b04a5-e251-47ed-9eb1-2135707af410
31,5,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,dcf14872-d4a8-4e03-952c-a82dcd41e66f,2d26680b-22e9-4151-ace9-01b6c059b7e6,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
32,6,8,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,5aea30b9-39dc-4453-8484-f9dca910b5cc,79f4c110-a78e-4564-aa04-ab7281d55f31,02ec5599-3c1a-4ee5-8281-909022ca1811
33,6,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,e9a7a2de-7bd6-4d9e-a283-60ae598b9023,79f4c110-a78e-4564-aa04-ab7281d55f31,7a155d16-c42f-4344-9b98-3a561a2fd6f4
34,6,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,2208e31b-0850-4321-9c28-000ee5d97082,79f4c110-a78e-4564-aa04-ab7281d55f31,2ce627ba-167a-4c4c-af5e-fcf4054513ab
35,6,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,9e8a4eb7-d76b-46db-ba87-908b01ccd93a,79f4c110-a78e-4564-aa04-ab7281d55f31,545234f0-fcec-415b-a75f-4d59741ed1a7
36,7,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,28318e74-399e-4947-a542-dda3dab738a8,ce57de46-4fdf-47b7-82ed-7081e93d31b4,2ce627ba-167a-4c4c-af5e-fcf4054513ab
37,7,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,cc73a20a-ab1a-403c-aefa-a567ce7ed054,ce57de46-4fdf-47b7-82ed-7081e93d31b4,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
38,8,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4c3296c0-80f6-48ce-80e7-8f70f659edf5,02ec5599-3c1a-4ee5-8281-909022ca1811,5471a0a9-bbc9-43fb-b01d-1c079132b6df
39,8,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,12479c82-1968-4e53-85bf-9068c138312f,02ec5599-3c1a-4ee5-8281-909022ca1811,197b04a5-e251-47ed-9eb1-2135707af410
40,9,10,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,2d961df5-04d9-4050-a3cc-d255b44e8271,5471a0a9-bbc9-43fb-b01d-1c079132b6df,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4
41,9,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4eaf76bb-ab89-4ca0-a3b5-2f48bdcc0fdf,5471a0a9-bbc9-43fb-b01d-1c079132b6df,7a155d16-c42f-4344-9b98-3a561a2fd6f4
42,9,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,ab0e337b-9d79-4b59-88df-8c11e3ffd9f0,5471a0a9-bbc9-43fb-b01d-1c079132b6df,197b04a5-e251-47ed-9eb1-2135707af410
43,9,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,af826391-7c66-4745-bbe4-e13388dbf3b3,5471a0a9-bbc9-43fb-b01d-1c079132b6df,2ce627ba-167a-4c4c-af5e-fcf4054513ab
44,9,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,466366d5-80e7-4f8d-b7a3-10fcbed7c3fc,5471a0a9-bbc9-43fb-b01d-1c079132b6df,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
45,9,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,22f02e23-3a2d-4ff6-a9ef-a57e654aefdc,5471a0a9-bbc9-43fb-b01d-1c079132b6df,545234f0-fcec-415b-a75f-4d59741ed1a7
46,10,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,77a0d765-a552-4dab-8ab9-c033ad2ff212,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4,197b04a5-e251-47ed-9eb1-2135707af410
47,10,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,cf504204-42e9-4772-9f5e-bfc6eef2f8cb,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4,2ce627ba-167a-4c4c-af5e-fcf4054513ab
48,12,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,3b466354-51cd-4a43-a5bd-dde1d70b1cdf,197b04a5-e251-47ed-9eb1-2135707af410,2ce627ba-167a-4c4c-af5e-fcf4054513ab
49,12,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,d4aac0a8-ac50-4e94-ae9f-65378220ac52,197b04a5-e251-47ed-9eb1-2135707af410,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
50,13,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,c275051c-cb5d-4013-89a3-9af79032ae78,2ce627ba-167a-4c4c-af5e-fcf4054513ab,545234f0-fcec-415b-a75f-4d59741ed1a7
51,14,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,537d1c4f-4efd-4eb0-96d6-052a26c7817e,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1,545234f0-fcec-415b-a75f-4d59741ed1a7
