edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
11,3,6,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,e56ad2c1-2825-46fd-b31e-c9660efbfca1,47e71a9f-9b6d-47a1-a74c-d1e49a89c3e3,cd668468-1876-413d-b643-3255d63e78c0
12,3,10,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,0fcec9ab-ea26-42a8-8721-4e1356c9b6c2,47e71a9f-9b6d-47a1-a74c-d1e49a89c3e3,3e9758b4-0007-4f42-9189-37c33db769dc
13,3,12,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,d4ae5054-aae5-4f29-9b38-6ec3adb0fb87,47e71a9f-9b6d-47a1-a74c-d1e49a89c3e3,2d4fe911-7536-4292-822e-05fd07ed1247
14,4,12,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,0da266a8-a040-4227-86a4-34067d7942b1,0b06e3e7-e49b-473a-a4b2-1eb747d9af43,2d4fe911-7536-4292-822e-05fd07ed1247
15,5,6,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,f6223816-491f-4c6d-b507-143dcc51de8c,4fc18260-c257-49eb-80ef-1f1d94f0cb62,cd668468-1876-413d-b643-3255d63e78c0
16,5,7,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,78bab465-72ea-404b-8486-a937ee0d4b47,4fc18260-c257-49eb-80ef-1f1d94f0cb62,12d15ea3-ef61-4c0f-ab92-336f33c599c2
17,5,11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,2ce5b5d6-d18d-4602-b5b2-16450c4c0b90,4fc18260-c257-49eb-80ef-1f1d94f0cb62,41fa8152-3f81-4c1a-be2a-71fa3c9fe093
18,6,7,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,9fadae62-6472-4e30-b35e-afad474b88df,cd668468-1876-413d-b643-3255d63e78c0,12d15ea3-ef61-4c0f-ab92-336f33c599c2
19,6,8,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,031fdf71-2535-42d5-a8dd-6dc81348a92a,cd668468-1876-413d-b643-3255d63e78c0,42f4e95d-8951-4dc6-9169-b74e15da4c9f
20,7,9,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,0225a9c6-34ab-41a3-b995-714c42e375f1,12d15ea3-ef61-4c0f-ab92-336f33c599c2,9bb7ca33-f053-4a25-83be-9a1e0c3ce833
21,7,11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,1fb559a1-b8c4-4ad6-8c9d-819d210a5ef8,12d15ea3-ef61-4c0f-ab92-336f33c599c2,41fa8152-3f81-4c1a-be2a-71fa3c9fe093
22,7,14,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,0f3894ff-c2a5-4c7b-b211-b10d214d49b4,12d15ea3-ef61-4c0f-ab92-336f33c599c2,71cae1eb-ff83-4b42-87b6-82112f732bee
23,8,11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,b99da7fb-ca10-4f96-a94d-14917ce44025,42f4e95d-8951-4dc6-9169-b74e15da4c9f,41fa8152-3f81-4c1a-be2a-71fa3c9fe093
24,9,11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,7167bf91-bd3c-4bd3-a2db-b5d9e940d839,9bb7ca33-f053-4a25-83be-9a1e0c3ce833,41fa8152-3f81-4c1a-be2a-71fa3c9fe093
25,10,11,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,c9f80422-e058-4481-a18a-abcdc0ef493c,3e9758b4-0007-4f42-9189-37c33db769dc,41fa8152-3f81-4c1a-be2a-71fa3c9fe093
26,10,12,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,b29b3b64-e764-4557-9392-9979da5cfaf6,3e9758b4-0007-4f42-9189-37c33db769dc,2d4fe911-7536-4292-822e-05fd07ed1247
27,10,15,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,77967d09-9daa-42f0-b1a1-58f9eb88547d,3e9758b4-0007-4f42-9189-37c33db769dc,e5c39b6c-4d80-49d9-b02a-b6ed131ae517
28,11,12,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,88e4a4aa-9487-4b90-856f-bc852ae4126e,41fa8152-3f81-4c1a-be2a-71fa3c9fe093,2d4fe911-7536-4292-822e-05fd07ed1247
29,11,15,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,db037527-a0f3-4eac-ab33-cbe96e252069,41fa8152-3f81-4c1a-be2a-71fa3c9fe093,e5c39b6c-4d80-49d9-b02a-b6ed131ae517
30,12,13,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,c2dc6507-d8f7-4cfb-a629-65dd894e0e25,2d4fe911-7536-4292-822e-05fd07ed1247,52d643ab-0445-414b-be60-0d22d68c695f
31,12,14,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,f27a82f3-4fa9-4c85-98a7-d6318ae82b74,2d4fe911-7536-4292-822e-05fd07ed1247,71cae1eb-ff83-4b42-87b6-82112f732bee
32,12,15,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,9c16a96a-d32f-4a84-a607-ed65510f8dd9,2d4fe911-7536-4292-822e-05fd07ed1247,e5c39b6c-4d80-49d9-b02a-b6ed131ae517
33,13,14,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,2f4dcb04-abaf-424e-bac8-df84bf250386,52d643ab-0445-414b-be60-0d22d68c695f,71cae1eb-ff83-4b42-87b6-82112f732bee
34,14,15,22e0f2c8-ddde-4271-bb6b-e9ec7fa6da6b,88dc1aae-31a2-4533-866a-300d2734c877,71cae1eb-ff83-4b42-87b6-82112f732bee,e5c39b6c-4d80-49d9-b02a-b6ed131ae517
