edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
15,5,11,82d2ef44-8636-4214-ba7b-4694793321d2,a20cbc66-83a4-46b9-b6d0-9904cedea932,53866ce4-d1df-4309-8d85-da0daab48b2e,6625f87d-bf77-44a3-9e2d-64d9c86d674f
16,5,12,82d2ef44-8636-4214-ba7b-4694793321d2,eccd8d45-801e-4328-aec1-723225a92bd3,53866ce4-d1df-4309-8d85-da0daab48b2e,5a9d6905-a9cb-4a12-9c0c-47c6c958ca59
17,5,13,82d2ef44-8636-4214-ba7b-4694793321d2,bb7e9ca3-5b77-4a58-8729-ce9fc2894df6,53866ce4-d1df-4309-8d85-da0daab48b2e,552bc356-6c66-4d98-a8f3-6f5fd361a2e3
18,5,14,82d2ef44-8636-4214-ba7b-4694793321d2,a6660ac4-6b75-4199-9729-0b178bcfade9,53866ce4-d1df-4309-8d85-da0daab48b2e,01b04741-4cd5-4323-a7ed-f99c7fcf8087
19,5,15,82d2ef44-8636-4214-ba7b-4694793321d2,b125f5ee-4534-43e2-9324-39a81e24439f,53866ce4-d1df-4309-8d85-da0daab48b2e,eef1cd83-043d-4984-8c07-0bdae925706a
20,7,8,82d2ef44-8636-4214-ba7b-4694793321d2,bcaa15b5-824a-4c7e-a7d9-316c1df76870,e45ed03e-47cd-490e-ae21-d345a9e7f67d,ba8ed2ca-a947-41ed-aa14-ab682c988f2d
21,7,10,82d2ef44-8636-4214-ba7b-4694793321d2,fab9ea16-715f-4af8-8e2a-73b925782e7f,e45ed03e-47cd-490e-ae21-d345a9e7f67d,8414ad7c-8c46-46db-b94a-dd2003f1bf54
22,8,9,82d2ef44-8636-4214-ba7b-4694793321d2,99f73c4e-585a-4c2d-829c-3cdf421a3d06,ba8ed2ca-a947-41ed-aa14-ab682c988f2d,fa4bd65c-14d7-4de8-a52b-2ceec9f65242
23,8,10,82d2ef44-8636-4214-ba7b-4694793321d2,62c831ff-9e8c-4df9-8427-64dab9ca0dba,ba8ed2ca-a947-41ed-aa14-ab682c988f2d,8414ad7c-8c46-46db-b94a-dd2003f1bf54
24,11,13,82d2ef44-8636-4214-ba7b-4694793321d2,560faa8e-166b-404a-803a-22bb45eef9e2,6625f87d-bf77-44a3-9e2d-64d9c86d674f,552bc356-6c66-4d98-a8f3-6f5fd361a2e3
25,11,15,82d2ef44-8636-4214-ba7b-4694793321d2,4971c1c8-3f03-4aae-ac63-5af890df9ae3,6625f87d-bf77-44a3-9e2d-64d9c86d674f,eef1cd83-043d-4984-8c07-0bdae925706a
26,12,14,82d2ef44-8636-4214-ba7b-4694793321d2,2ce5f15c-b988-483e-ac5e-b30a42daafa2,5a9d6905-a9cb-4a12-9c0c-47c6c958ca59,01b04741-4cd5-4323-a7ed-f99c7fcf8087
27,13,14,82d2ef44-8636-4214-ba7b-4694793321d2,5c29efda-f56d-43c4-ab6e-209c417f3a82,552bc356-6c66-4d98-a8f3-6f5fd361a2e3,01b04741-4cd5-4323-a7ed-f99c7fcf8087
