edgeID,from,to,networkCanvasEgoUUID,networkCanvasUUID,networkCanvasSourceUUID,networkCanvasTargetUUID
14,3,5,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,377a1779-8c6a-4245-897c-5687446bed9b,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,2d26680b-22e9-4151-ace9-01b6c059b7e6
15,3,6,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,8b476789-68ff-40a6-9eaa-2cd55daf31c9,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,79f4c110-a78e-4564-aa04-ab7281d55f31
16,3,8,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,96f62276-924b-4c05-ad74-e004edc6c327,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,02ec5599-3c1a-4ee5-8281-909022ca1811
17,3,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,c28ece7e-17bf-4252-8f4c-3bea852475bb,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,5471a0a9-bbc9-43fb-b01d-1c079132b6df
18,3,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,340ac0d9-e33f-4b52-8dab-c2310d7fd524,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,2ce627ba-167a-4c4c-af5e-fcf4054513ab
19,3,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,1229ab09-1577-4fe8-af30-cea973757e42,4f3b9164-e0a5-4527-b4f3-9c0e9d3e5ec0,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
20,4,5,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,ee61c674-a270-4ffb-ab34-93b8e1636d2f,22db68f3-0f08-49b3-b6e0-1f381da62643,2d26680b-22e9-4151-ace9-01b6c059b7e6
21,4,6,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,3126f2ba-6242-4dcf-b778-837dd29387b5,22db68f3-0f08-49b3-b6e0-1f381da62643,79f4c110-a78e-4564-aa04-ab7281d55f31
22,4,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,82b80e19-d07b-4098-ba9b-238ce2c9ac62,22db68f3-0f08-49b3-b6e0-1f381da62643,5471a0a9-bbc9-43fb-b01d-1c079132b6df
23,4,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,58c5cad9-8f6e-4ea3-9f3a-e3a7067d45f7,22db68f3-0f08-49b3-b6e0-1f381da62643,197b04a5-e251-47ed-9eb1-2135707af410
24,4,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,fc315b1a-0a66-4035-be3e-22cc0fa59e1a,22db68f3-0f08-49b3-b6e0-1f381da62643,2ce627ba-167a-4c4c-af5e-fcf4054513ab
25,4,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,6f8cc799-912a-4cfe-a1db-ed05c252410b,22db68f3-0f08-49b3-b6e0-1f381da62643,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
26,4,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,0b54f81f-ec5a-4bad-9953-5a81b3095e9d,22db68f3-0f08-49b3-b6e0-1f381da62643,545234f0-fcec-415b-a75f-4d59741ed1a7
27,5,7,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4d527cfa-bce4-42c1-980c-55ccf9be0a03,2d26680b-22e9-4151-ace9-01b6c059b7e6,ce57de46-4fdf-47b7-82ed-7081e93d31b4
28,5,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4c755acc-2965-4202-b867-08ce12e13e61,2d26680b-22e9-4151-ace9-01b6c059b7e6,5471a0a9-bbc9-43fb-b01d-1c079132b6df
29,5,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,e6e1213b-59f7-4c63-97a2-e17050cdcb00,2d26680b-22e9-4151-ace9-01b6c059b7e6,7a155d16-c42f-4344-9b98-3a561a2fd6f4
30,5,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,fd034cf6-f029-452e-a36f-529a0defaa3c,2d26680b-22e9-4151-ace9-01b6c059b7e6,197b04a5-e251-47ed-9eb1-2135707af410
31,5,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,dcf14872-d4a8-4e03-952c-a82dcd41e66f,2d26680b-22e9-4151-ace9-01b6c059b7e6,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
32,6,8,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,5aea30b9-39dc-4453-8484-f9dca910b5cc,79f4c110-a78e-4564-aa04-ab7281d55f31,02ec5599-3c1a-4ee5-8281-909022ca1811
33,6,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,e9a7a2de-7bd6-4d9e-a283-60ae598b9023,79f4c110-a78e-4564-aa04-ab7281d55f31,7a155d16-c42f-4344-9b98-3a561a2fd6f4
34,6,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,2208e31b-0850-4321-9c28-000ee5d97082,79f4c110-a78e-4564-aa04-ab7281d55f31,2ce627ba-167a-4c4c-af5e-fcf4054513ab
35,6,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,9e8a4eb7-d76b-46db-ba87-908b01ccd93a,79f4c110-a78e-4564-aa04-ab7281d55f31,545234f0-fcec-415b-a75f-4d59741ed1a7
36,7,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,28318e74-399e-4947-a542-dda3dab738a8,ce57de46-4fdf-47b7-82ed-7081e93d31b4,2ce627ba-167a-4c4c-af5e-fcf4054513ab
37,7,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,cc73a20a-ab1a-403c-aefa-a567ce7ed054,ce57de46-4fdf-47b7-82ed-7081e93d31b4,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
38,8,9,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4c3296c0-80f6-48ce-80e7-8f70f659edf5,02ec5599-3c1a-4ee5-8281-909022ca1811,5471a0a9-bbc9-43fb-b01d-1c079132b6df
39,8,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,12479c82-1968-4e53-85bf-9068c138312f,02ec5599-3c1a-4ee5-8281-909022ca1811,197b04a5-e251-47ed-9eb1-2135707af410
40,9,10,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,2d961df5-04d9-4050-a3cc-d255b44e8271,5471a0a9-bbc9-43fb-b01d-1c079132b6df,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4
41,9,11,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,4eaf76bb-ab89-4ca0-a3b5-2f48bdcc0fdf,5471a0a9-bbc9-43fb-b01d-1c079132b6df,7a155d16-c42f-4344-9b98-3a561a2fd6f4
42,9,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,ab0e337b-9d79-4b59-88df-8c11e3ffd9f0,5471a0a9-bbc9-43fb-b01d-1c079132b6df,197b04a5-e251-47ed-9eb1-2135707af410
43,9,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,af826391-7c66-4745-bbe4-e13388dbf3b3,5471a0a9-bbc9-43fb-b01d-1c079132b6df,2ce627ba-167a-4c4c-af5e-fcf4054513ab
44,9,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,466366d5-80e7-4f8d-b7a3-10fcbed7c3fc,5471a0a9-bbc9-43fb-b01d-1c079132b6df,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
45,9,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,22f02e23-3a2d-4ff6-a9ef-a57e654aefdc,5471a0a9-bbc9-43fb-b01d-1c079132b6df,545234f0-fcec-415b-a75f-4d59741ed1a7
46,10,12,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,77a0d765-a552-4dab-8ab9-c033ad2ff212,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4,197b04a5-e251-47ed-9eb1-2135707af410
47,10,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,cf504204-42e9-4772-9f5e-bfc6eef2f8cb,e4e6a7d7-2c98-4c07-9b7e-a945faf317c4,2ce627ba-167a-4c4c-af5e-fcf4054513ab
48,12,13,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,3b466354-51cd-4a43-a5bd-dde1d70b1cdf,197b04a5-e251-47ed-9eb1-2135707af410,2ce627ba-167a-4c4c-af5e-fcf4054513ab
49,12,14,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,d4aac0a8-ac50-4e94-ae9f-65378220ac52,197b04a5-e251-47ed-9eb1-2135707af410,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1
50,13,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,c275051c-cb5d-4013-89a3-9af79032ae78,2ce627ba-167a-4c4c-af5e-fcf4054513ab,545234f0-fcec-415b-a75f-4d59741ed1a7
51,14,15,4bc7e51b-a8af-4881-982e-12cfb2b1e9e3,537d1c4f-4efd-4eb0-96d6-052a26c7817e,aeb3c7b5-339a-4eda-aaaa-8b5a389f8ef1,545234f0-fcec-415b-a75f-4d59741ed1a7
1,1,2,fe801e88-5207-4550-a877-b072e25bebf4,08a36608-1242-4ebc-ac9d-94b16f342326,eebe9d77-d572-4b52-933e-fb133e2c1c0f,c472adf2-f897-47b4-842b-59b1f070a217
2,1,3,fe801e88-5207-4550-a877-b072e25bebf4,0dfeda7b-1e03-4be6-9b06-b8ca2c62827b,eebe9d77-d572-4b52-933e-fb133e2c1c0f,6833df99-0aa7-4265-925e-3790176a9741
3,1,5,fe801e88-5207-4550-a877-b072e25bebf4,a07668ef-ce87-4c62-a3e1-1e44efd9dac9,eebe9d77-d572-4b52-933e-fb133e2c1c0f,c6037abf-e06e-4faf-a781-1ae017a0d199
4,1,6,fe801e88-5207-4550-a877-b072e25bebf4,9eb2e681-3066-4fff-9351-926630710335,eebe9d77-d572-4b52-933e-fb133e2c1c0f,9add8de0-78c8-42c2-8168-eac4a15c6eeb
5,1,7,fe801e88-5207-4550-a877-b072e25bebf4,d6831112-7182-4192-bf45-dd349281eb53,eebe9d77-d572-4b52-933e-fb133e2c1c0f,cd2bcd69-dbba-4864-9433-60cf27ca6ae0
6,1,8,fe801e88-5207-4550-a877-b072e25bebf4,017eb9b1-0d82-476e-94df-a4e503eaf35b,eebe9d77-d572-4b52-933e-fb133e2c1c0f,fb337e19-1715-4a37-874d-6da8de8f0062
7,2,5,fe801e88-5207-4550-a877-b072e25bebf4,2c2646d9-e9b9-4c5a-a771-913d0aa7e39e,c472adf2-f897-47b4-842b-59b1f070a217,c6037abf-e06e-4faf-a781-1ae017a0d199
8,2,6,fe801e88-5207-4550-a877-b072e25bebf4,ac2f46aa-4e32-4139-94f1-e8daf957bf45,c472adf2-f897-47b4-842b-59b1f070a217,9add8de0-78c8-42c2-8168-eac4a15c6eeb
9,3,4,fe801e88-5207-4550-a877-b072e25bebf4,f35da8df-57d2-417a-9086-cc7d4f49f02c,6833df99-0aa7-4265-925e-3790176a9741,cace45cd-1fed-461b-8750-ada5987430b3
10,3,6,fe801e88-5207-4550-a877-b072e25bebf4,aee2415a-9c6c-4753-adeb-d6e52afa8b77,6833df99-0aa7-4265-925e-3790176a9741,9add8de0-78c8-42c2-8168-eac4a15c6eeb
11,3,7,fe801e88-5207-4550-a877-b072e25bebf4,ac6ffdaf-7346-44e2-ad12-c7710a339ba7,6833df99-0aa7-4265-925e-3790176a9741,cd2bcd69-dbba-4864-9433-60cf27ca6ae0
12,4,5,fe801e88-5207-4550-a877-b072e25bebf4,98613692-96ce-4e70-bd03-9b4bc13025a2,cace45cd-1fed-461b-8750-ada5987430b3,c6037abf-e06e-4faf-a781-1ae017a0d199
13,5,8,fe801e88-5207-4550-a877-b072e25bebf4,fc2d691e-0a1e-4995-9fdf-ca7415516798,c6037abf-e06e-4faf-a781-1ae017a0d199,fb337e19-1715-4a37-874d-6da8de8f0062
14,6,7,fe801e88-5207-4550-a877-b072e25bebf4,97028c40-a111-4f9d-a131-10b01507d8da,9add8de0-78c8-42c2-8168-eac4a15c6eeb,cd2bcd69-dbba-4864-9433-60cf27ca6ae0
15,6,8,fe801e88-5207-4550-a877-b072e25bebf4,54b45d41-9511-4e91-884d-14a2786b1748,9add8de0-78c8-42c2-8168-eac4a15c6eeb,fb337e19-1715-4a37-874d-6da8de8f0062
16,7,8,fe801e88-5207-4550-a877-b072e25bebf4,c652609c-3a12-498e-b060-cbfe39786ea4,cd2bcd69-dbba-4864-9433-60cf27ca6ae0,fb337e19-1715-4a37-874d-6da8de8f0062
17,9,11,fe801e88-5207-4550-a877-b072e25bebf4,16d74fd2-67f6-4664-b123-25bd7dff63ad,309daa5c-7962-4b11-be9a-924572578e3d,2a26b78d-e1ef-4ccd-af6b-a3cc8b0bfebf
18,9,12,fe801e88-5207-4550-a877-b072e25bebf4,67d06e72-0b4b-405f-9116-e4834ad3f450,309daa5c-7962-4b11-be9a-924572578e3d,f8b7c244-de53-4b0b-8066-62fc1195af50
19,9,13,fe801e88-5207-4550-a877-b072e25bebf4,e7485e6a-d629-4034-b621-12488f0c3ee7,309daa5c-7962-4b11-be9a-924572578e3d,ec873b5c-bda8-4aae-aae7-80ea5c71a307
20,9,15,fe801e88-5207-4550-a877-b072e25bebf4,9f5f8715-ebc5-4831-8592-f79bd17b762b,309daa5c-7962-4b11-be9a-924572578e3d,0bad3513-17f0-4db3-bc9a-6ceebaa5e9cc
21,10,11,fe801e88-5207-4550-a877-b072e25bebf4,e87c617a-c694-40f8-89c7-240d867c22e8,428df887-09d8-48d1-9eb0-b6885c85e6b3,2a26b78d-e1ef-4ccd-af6b-a3cc8b0bfebf
22,10,15,fe801e88-5207-4550-a877-b072e25bebf4,ba345c7d-055a-4bbb-9e04-d62f8dbd98bc,428df887-09d8-48d1-9eb0-b6885c85e6b3,0bad3513-17f0-4db3-bc9a-6ceebaa5e9cc
23,12,14,fe801e88-5207-4550-a877-b072e25bebf4,90027d5c-bc3b-4249-b3e1-b73d8cd78343,f8b7c244-de53-4b0b-8066-62fc1195af50,be2ee124-a454-49de-aeba-04dcaf282aad
24,13,14,fe801e88-5207-4550-a877-b072e25bebf4,c17c6663-e4fa-4602-a186-d2931bbc4f07,ec873b5c-bda8-4aae-aae7-80ea5c71a307,be2ee124-a454-49de-aeba-04dcaf282aad
1,1,2,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,adc13862-593f-47f6-aa55-46d9cb86af22,bf6d52e8-23c8-450a-800f-8aed1a4a0f76,6a202486-d489-49b3-a55c-93997f07e92c
2,1,6,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,f04c84ab-cd11-4788-9fdb-c46cdee23860,bf6d52e8-23c8-450a-800f-8aed1a4a0f76,8eb062f2-5b67-4045-8f2f-eb30726bf520
3,1,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,0345b77c-4e4d-41d1-9595-e8d2997c6c1a,bf6d52e8-23c8-450a-800f-8aed1a4a0f76,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
4,1,15,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,82d97313-0bd6-434d-be44-92da442937cb,bf6d52e8-23c8-450a-800f-8aed1a4a0f76,a75642ac-5911-4a55-b61b-f95c757607b4
5,2,3,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,46f7e0fb-b1d8-496c-be65-e84318566bde,6a202486-d489-49b3-a55c-93997f07e92c,8e1a4732-d5f4-4a8f-9289-4ccc56853825
6,2,9,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,a1110752-8e94-4784-9cad-ecd3d27559cf,6a202486-d489-49b3-a55c-93997f07e92c,dd190408-d0bf-44a8-a3c4-e3a380618681
7,2,12,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,5eaa2473-95c8-4f01-8ad6-3a6b51bad227,6a202486-d489-49b3-a55c-93997f07e92c,2d69aa29-526a-4703-91fd-982897e4ac5c
8,3,9,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,5cd933f1-4f63-46e1-a86e-a9e4bf18be95,8e1a4732-d5f4-4a8f-9289-4ccc56853825,dd190408-d0bf-44a8-a3c4-e3a380618681
9,3,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,ec02f6d7-f173-43a3-8a68-fba1f4b10290,8e1a4732-d5f4-4a8f-9289-4ccc56853825,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
10,4,6,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,3ce57525-fb50-43a3-a647-bc869a1a79a8,c7ee00b9-63f0-4d8f-94e8-78d28a2255a3,8eb062f2-5b67-4045-8f2f-eb30726bf520
11,4,7,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,a650bd48-3d50-4dc4-aa93-209e08cb24c9,c7ee00b9-63f0-4d8f-94e8-78d28a2255a3,63b2f257-4567-49e2-a619-aad24f292012
12,4,8,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,10ca8a4b-7bcc-4fbc-badd-530f6b9b786b,c7ee00b9-63f0-4d8f-94e8-78d28a2255a3,66a2008e-917b-47ec-b736-1ed0fd836851
13,4,10,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,c9cf81f1-f80c-4f68-9e97-aecd4ad8cf67,c7ee00b9-63f0-4d8f-94e8-78d28a2255a3,cf354d28-aeba-4af5-bbe8-019030d6a220
14,5,7,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,9d2b22dc-0805-4d04-8e7a-2454c02bc37b,932747df-bb67-4146-b77b-469d3a911704,63b2f257-4567-49e2-a619-aad24f292012
15,5,8,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,41a630bb-6892-44a3-918c-ad04d54d79af,932747df-bb67-4146-b77b-469d3a911704,66a2008e-917b-47ec-b736-1ed0fd836851
16,5,11,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,059fae93-8709-47b0-a2ea-956681788f18,932747df-bb67-4146-b77b-469d3a911704,6fc776cf-a42f-491e-b7e0-9c9604fa4cda
17,5,14,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,f56c71c1-2ce0-4d68-ab9e-5d7b4b1ada66,932747df-bb67-4146-b77b-469d3a911704,17d058e0-6fb9-4a2b-813f-186b73e6a380
18,5,15,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,b8eb062e-3d20-4675-ab41-02d84d67b0a4,932747df-bb67-4146-b77b-469d3a911704,a75642ac-5911-4a55-b61b-f95c757607b4
19,6,7,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,5f949fd2-509d-419a-b383-135186c456c0,8eb062f2-5b67-4045-8f2f-eb30726bf520,63b2f257-4567-49e2-a619-aad24f292012
20,6,9,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,202eec4a-03b2-4b24-b4e5-d433cedf335d,8eb062f2-5b67-4045-8f2f-eb30726bf520,dd190408-d0bf-44a8-a3c4-e3a380618681
21,6,10,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,05f7263f-d3be-47e0-b61b-9fe931cf9dc0,8eb062f2-5b67-4045-8f2f-eb30726bf520,cf354d28-aeba-4af5-bbe8-019030d6a220
22,6,12,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,d653aa60-e88d-4143-aced-55e8a285e0cc,8eb062f2-5b67-4045-8f2f-eb30726bf520,2d69aa29-526a-4703-91fd-982897e4ac5c
23,7,8,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,93057e76-6d71-4f63-8c06-98e29fba9e94,63b2f257-4567-49e2-a619-aad24f292012,66a2008e-917b-47ec-b736-1ed0fd836851
24,7,9,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,2f34bd82-e2c2-4634-8fa2-f6e8359b38d9,63b2f257-4567-49e2-a619-aad24f292012,dd190408-d0bf-44a8-a3c4-e3a380618681
25,7,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,d7ca6572-00ed-46ed-8948-e7d0ce66c679,63b2f257-4567-49e2-a619-aad24f292012,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
26,8,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,5d44a3f1-0122-4bd6-b989-d882aad05982,66a2008e-917b-47ec-b736-1ed0fd836851,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
27,9,10,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,71a19383-63e1-4765-89c6-34f104bb2955,dd190408-d0bf-44a8-a3c4-e3a380618681,cf354d28-aeba-4af5-bbe8-019030d6a220
28,9,11,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,5bb30e54-e486-4bd3-83f4-0372b34d47f0,dd190408-d0bf-44a8-a3c4-e3a380618681,6fc776cf-a42f-491e-b7e0-9c9604fa4cda
29,9,14,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,f5022f13-1bf3-4c8d-8025-dd85944c997a,dd190408-d0bf-44a8-a3c4-e3a380618681,17d058e0-6fb9-4a2b-813f-186b73e6a380
30,10,14,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,bd75dcc9-bf9b-4b41-b545-43811a315c57,cf354d28-aeba-4af5-bbe8-019030d6a220,17d058e0-6fb9-4a2b-813f-186b73e6a380
31,10,15,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,8973ce7f-d4a7-4758-810d-598cc33bfe5c,cf354d28-aeba-4af5-bbe8-019030d6a220,a75642ac-5911-4a55-b61b-f95c757607b4
32,11,12,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,808f1c64-c2b1-4e0a-b71a-bd33e4650b46,6fc776cf-a42f-491e-b7e0-9c9604fa4cda,2d69aa29-526a-4703-91fd-982897e4ac5c
33,11,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,9cb914d3-56ef-40fd-833e-d5bb4c3abcfb,6fc776cf-a42f-491e-b7e0-9c9604fa4cda,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
34,12,13,f68dccfc-29d6-47ab-ab7e-93b5ace9c226,85392e6b-368a-4db4-b75e-4fc09c15a6f4,2d69aa29-526a-4703-91fd-982897e4ac5c,27fa36cd-0e0a-4f65-bd74-566d5f7ba8ec
1,1,3,96f49992-a293-45b1-bd84-ccedf42d66fc,25fd10cc-8c4e-4789-bc4d-7f0c09048612,5defc4e6-3175-4181-9c8a-648699f85b37,30fd8316-7e10-4fe3-afca-3ab2135856b4
2,1,6,96f49992-a293-45b1-bd84-ccedf42d66fc,08faddbd-0abc-4073-b71e-3b8894f36cd8,5defc4e6-3175-4181-9c8a-648699f85b37,55d9a0e2-c6db-46d5-8dc5-caa0849def08
3,1,7,96f49992-a293-45b1-bd84-ccedf42d66fc,67438433-52e2-4820-91c4-e215c4d4a3ad,5defc4e6-3175-4181-9c8a-648699f85b37,ecf239ab-a17f-4ac6-b54c-6b0fedc33801
4,2,3,96f49992-a293-45b1-bd84-ccedf42d66fc,468c0fd5-8e8c-46f1-80ac-39e13cdcb8fc,1ccc9df2-0368-4a01-b94e-879377878219,30fd8316-7e10-4fe3-afca-3ab2135856b4
5,2,6,96f49992-a293-45b1-bd84-ccedf42d66fc,a784157f-6409-4145-985e-5471d60497f4,1ccc9df2-0368-4a01-b94e-879377878219,55d9a0e2-c6db-46d5-8dc5-caa0849def08
6,2,10,96f49992-a293-45b1-bd84-ccedf42d66fc,2b6ff5c0-53b5-435f-b0d0-43399cf59751,1ccc9df2-0368-4a01-b94e-879377878219,d10b7eaf-8a91-438f-b5b1-e71454716382
7,3,5,96f49992-a293-45b1-bd84-ccedf42d66fc,7c703fa6-382e-4dc0-bb84-8179545bd1e7,30fd8316-7e10-4fe3-afca-3ab2135856b4,1f539e42-90a5-4642-8245-b6344048451c
8,3,6,96f49992-a293-45b1-bd84-ccedf42d66fc,e1a0f9e6-c970-4b42-a51f-d4c86b4a5f70,30fd8316-7e10-4fe3-afca-3ab2135856b4,55d9a0e2-c6db-46d5-8dc5-caa0849def08
9,3,8,96f49992-a293-45b1-bd84-ccedf42d66fc,a826dc0a-0f1f-4f96-9ac8-2e1a7ab2bc0f,30fd8316-7e10-4fe3-afca-3ab2135856b4,04489e2b-89ba-4501-873f-3aa71820bffd
10,4,6,96f49992-a293-45b1-bd84-ccedf42d66fc,4e020dce-59ce-4adf-aa4c-2143d9d1de26,39887f8b-07b7-4d12-aac6-1f61ce26f3df,55d9a0e2-c6db-46d5-8dc5-caa0849def08
11,6,11,96f49992-a293-45b1-bd84-ccedf42d66fc,6d6f5451-6a55-47d5-8c22-8d24c49e4f8d,55d9a0e2-c6db-46d5-8dc5-caa0849def08,5b3a82a5-0610-4831-a8e9-846c6d0d625e
